Date	Open	High	Low	Close*	Adj Close**	Volume
Oct 05, 2009	1,004.10	1,060.40	1,003.00	1,047.80	1,047.80	875
Sep 28, 2009	993.20	1,009.00	984.70	1,003.20	1,003.20	14,594
Sep 21, 2009	1,003.70	1,019.40	986.70	990.20	990.20	498
Sep 14, 2009	1,002.90	1,019.80	994.90	1,009.20	1,009.20	375
Sep 07, 2009	993.50	1,011.90	987.30	1,004.90	1,004.90	423
Aug 31, 2009	959.50	995.80	944.80	994.90	994.90	233
Aug 24, 2009	953.50	962.20	940.30	957.00	957.00	844
Aug 17, 2009	947.40	957.60	931.50	953.20	953.20	686
Aug 10, 2009	955.00	960.10	942.10	947.00	947.00	848
Aug 03, 2009	952.60	971.10	950.80	957.30	957.30	5,093
Jul 27, 2009	955.10	958.10	927.20	953.70	953.70	176,472
Jul 20, 2009	954.10	954.50	945.80	952.80	952.80	215
Jul 13, 2009	911.50	941.00	908.40	937.20	937.20	258
Jul 06, 2009	933.50	933.50	905.60	912.20	912.20	320
Jun 29, 2009	940.20	944.20	925.30	930.70	930.70	728
Jun 22, 2009	925.00	946.00	917.30	940.70	940.70	1,160
Jun 15, 2009	938.50	942.00	926.90	935.60	935.60	600
Jun 08, 2009	958.00	966.00	935.80	940.10	940.10	2,711
Jun 01, 2009	978.80	990.30	954.00	961.70	961.70	7,729
May 25, 2009	953.00	980.40	944.00	978.80	978.80	233,216
May 18, 2009	929.60	958.70	918.70	958.50	958.50	292
May 11, 2009	913.10	931.60	913.10	930.90	930.90	143
May 04, 2009	885.80	924.00	885.80	914.40	914.40	402
Apr 27, 2009	918.00	918.00	881.30	887.60	887.60	3,014
Apr 20, 2009	868.80	913.60	866.10	913.60	913.60	1,887
Apr 13, 2009	882.50	899.40	865.00	867.40	867.40	2,289
Apr 06, 2009	895.00	895.00	865.10	882.20	882.20	1,952
Mar 30, 2009	924.60	932.50	891.30	895.60	895.60	74,904
Mar 23, 2009	950.70	952.60	920.80	923.00	923.00	108,556
Mar 16, 2009	926.40	960.80	885.00	955.80	955.80	690
Mar 09, 2009	940.50	940.50	892.10	929.80	929.80	1,366
Mar 02, 2009	945.00	963.20	900.10	942.10	942.10	1,440
Feb 23, 2009	995.60	996.50	928.10	941.50	941.50	2,894
Feb 16, 2009	939.50	1,004.90	937.30	1,001.80	1,001.80	2,482
Feb 09, 2009	910.00	952.80	891.80	941.50	941.50	2,600
Feb 02, 2009	924.30	928.80	889.80	913.90	913.90	6,240
Jan 26, 2009	907.30	930.30	874.20	927.30	927.30	214,404
Jan 19, 2009	838.70	899.10	824.00	895.30	895.30	166
Jan 12, 2009	844.40	844.40	805.60	839.30	839.30	177
Jan 05, 2009	882.00	883.50	837.70	854.30	854.30	627
Dec 29, 2008	882.90	883.60	858.40	878.80	878.80	646
Dec 22, 2008	848.50	872.40	835.00	870.40	870.40	518
Dec 15, 2008	828.00	880.80	824.00	836.40	836.40	1,013
Dec 08, 2008	755.00	832.10	754.20	818.90	818.90	1,351
Dec 01, 2008	817.20	817.30	740.00	750.50	750.50	6,117
Nov 24, 2008	819.90	824.00	806.80	816.20	816.20	376,422
Nov 17, 2008	741.90	784.10	734.00	791.70	791.70	159
Nov 10, 2008	749.00	753.60	707.00	742.40	742.40	1,083
Nov 03, 2008	728.80	760.00	726.00	733.20	733.20	115
Oct 27, 2008	742.80	774.00	712.00	716.80	716.80	405
Oct 20, 2008	803.80	803.80	681.00	729.10	729.10	482
Oct 13, 2008	861.10	861.10	773.80	785.10	785.10	443
Oct 06, 2008	828.80	925.70	826.00	855.40	855.40	1,041
Sep 29, 2008	871.30	919.00	823.00	828.90	828.90	4,816
Sep 22, 2008	888.80	908.10	879.50	882.90	882.90	14,176
Sep 15, 2008	778.10	910.90	764.00	860.60	860.60	218
Sep 08, 2008	811.00	813.20	739.00	760.30	760.30	210
Sep 01, 2008	829.90	840.70	790.80	797.60	797.60	374
Aug 25, 2008	819.80	842.60	819.80	829.30	829.30	1,228
Aug 18, 2008	792.00	836.60	789.60	827.40	827.40	277
Aug 11, 2008	858.30	863.40	780.90	786.00	786.00	741
Aug 04, 2008	912.70	915.30	851.10	857.80	857.80	5,173
Jul 28, 2008	928.80	931.10	893.30	909.00	909.00	251,481
Jul 21, 2008	964.50	974.90	920.90	926.60	926.60	290
Jul 14, 2008	964.70	986.20	955.00	957.30	957.30	107
Jul 07, 2008	931.40	965.70	915.40	959.50	959.50	285
Jun 30, 2008	927.70	945.80	922.30	931.80	931.80	425
Jun 23, 2008	903.40	927.60	876.40	929.30	929.30	564
Jun 16, 2008	872.50	907.30	871.30	901.30	901.30	332
Jun 09, 2008	900.70	908.90	858.20	870.30	870.30	3,029
Jun 02, 2008	887.30	901.00	865.40	895.40	895.40	5,393
May 26, 2008	916.90	925.60	868.60	887.30	887.30	221,213
May 19, 2008	905.00	925.60	905.00	925.60	925.60	9
May 12, 2008	879.20	904.20	862.80	899.00	899.00	320
May 05, 2008	861.20	884.70	861.20	884.50	884.50	221
Apr 28, 2008	887.00	893.80	849.60	856.10	856.10	597
Apr 21, 2008	922.50	924.60	878.10	887.20	887.20	1,342
Apr 14, 2008	917.00	948.70	907.20	912.20	912.20	836
Apr 07, 2008	915.30	939.20	904.10	923.60	923.60	3,431
Mar 31, 2008	931.00	940.10	871.80	909.00	909.00	12,814
Mar 24, 2008	915.50	951.70	915.20	930.60	930.60	209,821
Mar 17, 2008	1,005.00	1,014.60	917.70	919.60	919.60	230
Mar 10, 2008	975.50	1,004.60	964.70	998.20	998.20	147
Mar 03, 2008	984.20	992.70	963.80	972.20	972.20	254
Feb 25, 2008	946.50	973.10	931.30	972.10	972.10	1,028
Feb 18, 2008	904.30	953.40	900.50	944.70	944.70	1,048
Feb 11, 2008	920.70	926.90	897.20	902.80	902.80	804
Feb 04, 2008	903.70	920.00	884.70	918.40	918.40	3,201
Jan 28, 2008	916.60	936.30	903.70	908.70	908.70	232,978
Jan 21, 2008	878.70	910.50	863.20	910.50	910.50	91
Jan 14, 2008	907.30	907.30	871.00	880.80	880.80	333
Jan 07, 2008	860.90	899.70	857.40	896.10	896.10	262
Dec 31, 2007	843.20	865.50	843.20	863.10	863.10	343
Dec 24, 2007	811.50	840.20	809.80	839.60	839.60	344
Dec 17, 2007	793.50	812.50	788.40	811.60	811.60	433
Dec 10, 2007	799.30	815.90	789.60	793.30	793.30	1,308
Dec 03, 2007	783.90	805.00	777.00	794.40	794.40	5,592
Nov 26, 2007	826.00	826.00	778.40	782.20	782.20	239,261
Nov 19, 2007	777.60	824.00	777.60	824.00	824.00	23
Nov 12, 2007	803.90	817.00	785.70	785.70	785.70	20
Nov 05, 2007	804.60	841.30	804.20	832.50	832.50	39
Oct 29, 2007	793.80	806.50	780.70	805.70	805.70	197
Oct 22, 2007	766.70	783.40	751.90	783.90	783.90	213
Oct 15, 2007	758.00	765.80	756.10	764.00	764.00	556
Oct 08, 2007	735.20	750.40	732.40	748.70	748.70	715
Oct 01, 2007	745.10	747.40	724.30	741.30	741.30	1,047
Sep 24, 2007	732.10	745.70	727.40	742.80	742.80	26,956
Sep 17, 2007	719.10	732.40	715.80	731.40	731.40	170
Sep 10, 2007	704.50	717.20	702.00	709.60	709.60	156
Sep 03, 2007	672.50	700.80	672.50	700.80	700.80	111
Aug 27, 2007	667.90	672.80	664.20	673.00	673.00	549
Aug 20, 2007	658.60	668.80	657.50	668.00	668.00	844
Aug 13, 2007	669.90	671.00	642.90	656.90	656.90	1,352
Aug 06, 2007	672.10	676.20	659.50	670.30	670.30	2,139
Jul 30, 2007	659.90	674.40	658.50	672.50	672.50	45,958
Jul 23, 2007	680.80	684.20	660.00	660.00	660.00	95,749
Jul 16, 2007	667.10	683.90	664.70	683.90	683.90	1
Jul 09, 2007	660.50	666.70	660.30	665.80	665.80	16
Jul 02, 2007	656.80	656.80	648.40	652.70	652.70	49
Jun 25, 2007	650.00	650.50	640.00	648.10	648.10	258
Jun 18, 2007	657.90	660.80	648.60	653.50	653.50	110
Jun 11, 2007	649.20	655.20	644.30	654.50	654.50	277
Jun 04, 2007	671.20	674.00	645.20	645.50	645.50	1,886
May 28, 2007	657.10	672.00	651.50	671.20	671.20	160,200
May 21, 2007	660.70	661.90	654.00	655.10	655.10	28
May 14, 2007	668.50	673.00	656.20	661.00	661.00	-
May 07, 2007	688.00	688.00	651.00	670.60	670.60	3
Apr 30, 2007	677.40	687.20	672.30	687.20	687.20	18
Apr 23, 2007	689.00	691.30	673.00	678.70	678.70	359
Apr 16, 2007	685.10	692.50	681.90	692.00	692.00	179
Apr 09, 2007	671.10	683.60	671.10	685.40	685.40	183
Apr 02, 2007	665.50	676.00	656.10	674.20	674.20	3,703
Mar 26, 2007	663.40	667.70	654.60	663.00	663.00	52,292
Mar 19, 2007	653.10	663.40	653.10	656.70	656.70	242
Mar 12, 2007	648.00	652.90	640.90	652.60	652.60	59
Mar 05, 2007	640.20	653.40	640.00	650.00	650.00	378
Feb 26, 2007	684.60	687.70	641.50	641.50	641.50	215
Feb 19, 2007	671.00	685.30	657.50	683.10	683.10	574
Feb 12, 2007	664.30	672.00	661.00	668.80	668.80	459
Feb 05, 2007	649.00	669.50	647.00	667.50	667.50	1,111
Jan 29, 2007	643.10	661.50	640.80	646.20	646.20	101,562
Jan 22, 2007	633.30	647.80	633.30	644.50	644.50	7
Jan 15, 2007	623.60	633.50	623.60	635.50	635.50	8
Jan 08, 2007	607.50	616.20	607.00	625.50	625.50	1,005
Jan 01, 2007	635.20	640.40	617.30	604.90	604.90	590
Dec 25, 2006	625.10	635.20	623.00	635.20	635.20	95
Dec 18, 2006	614.00	622.70	612.00	619.10	619.10	626
Dec 11, 2006	623.00	632.50	613.00	615.00	615.00	931
Dec 04, 2006	647.10	648.00	625.00	626.10	626.10	1,443
Nov 27, 2006	637.20	649.70	634.50	644.70	644.70	114,815
Nov 20, 2006	621.50	628.70	621.50	628.70	628.70	-
Nov 13, 2006	629.00	629.00	617.50	621.50	621.50	12
Nov 06, 2006	625.80	628.40	616.40	628.40	628.40	4
Oct 30, 2006	608.50	626.90	604.10	626.90	626.90	25
Oct 23, 2006	579.70	598.20	576.50	598.20	598.20	735
Oct 16, 2006	593.50	598.50	588.50	593.00	593.00	349
Oct 09, 2006	578.00	585.50	568.00	588.80	588.80	243
Oct 02, 2006	598.90	604.00	560.50	572.40	572.40	4,899
Sep 25, 2006	589.90	606.20	589.90	598.60	598.60	17,189
Sep 18, 2006	586.20	589.40	576.80	589.40	589.40	2
Sep 11, 2006	590.00	591.00	576.40	576.40	576.40	20
Sep 04, 2006	624.40	638.50	609.60	609.60	609.60	355
Aug 28, 2006	621.70	625.90	610.50	624.40	624.40	126
Aug 21, 2006	613.60	628.00	613.60	622.00	622.00	364
Aug 14, 2006	629.90	631.00	609.00	612.10	612.10	874
Aug 07, 2006	651.20	654.50	626.00	633.50	633.50	970
Jul 31, 2006	634.50	656.00	627.00	644.00	644.00	5,483
Jul 24, 2006	619.60	636.60	612.70	634.80	634.80	95,265
Jul 17, 2006	675.10	677.00	628.30	619.60	619.60	760
Jul 10, 2006	632.80	666.60	632.80	666.60	666.60	30
Jul 03, 2006	631.00	634.30	624.00	632.80	632.80	106
Jun 26, 2006	583.00	614.50	580.00	613.50	613.50	281
Jun 19, 2006	568.80	588.00	568.00	584.80	584.80	103
Jun 12, 2006	606.00	610.00	555.00	578.00	578.00	608
Jun 05, 2006	635.50	645.00	606.90	608.20	608.20	2,372
May 29, 2006	650.70	664.50	620.00	635.50	635.50	59,328
May 22, 2006	656.50	673.00	637.00	650.90	650.90	80,564
May 15, 2006	710.30	710.30	679.60	656.70	656.70	32
May 08, 2006	679.00	723.00	679.00	710.30	710.30	56
May 01, 2006	658.00	682.20	658.00	682.20	682.20	14
Apr 24, 2006	634.00	651.80	620.00	651.80	651.80	415
Apr 17, 2006	605.00	642.00	605.00	632.20	632.20	2,485
Apr 10, 2006	589.00	604.00	589.00	596.50	596.50	1,158
Apr 03, 2006	582.00	598.30	582.00	588.40	588.40	4,063
Mar 27, 2006	567.00	589.60	566.60	581.80	581.80	93,339
Mar 20, 2006	555.20	560.00	550.10	560.00	560.00	1,402
Mar 13, 2006	541.00	554.40	541.00	554.10	554.10	20
Mar 06, 2006	554.80	554.80	539.90	539.90	539.90	36
Feb 27, 2006	556.10	569.80	552.50	566.00	566.00	77
Feb 20, 2006	550.50	560.00	547.50	558.80	558.80	527
Feb 13, 2006	548.50	552.50	535.50	551.80	551.80	1,088
Feb 06, 2006	568.40	574.00	545.50	550.20	550.20	3,136
Jan 30, 2006	559.20	575.30	557.60	567.40	567.40	47,269
Jan 23, 2006	555.00	562.20	555.00	558.70	558.70	79,965
Jan 16, 2006	553.40	558.40	543.70	553.50	553.50	44
Jan 09, 2006	539.70	548.80	539.70	556.10	556.10	12
Jan 02, 2006	518.60	539.70	518.60	539.70	539.70	35
Dec 26, 2005	508.70	517.30	506.00	517.10	517.10	81
Dec 19, 2005	509.50	509.50	490.10	503.00	503.00	1,995
Dec 12, 2005	526.50	538.50	495.20	503.40	503.40	2,944
Dec 05, 2005	504.50	531.00	503.50	527.00	527.00	2,945
Nov 28, 2005	502.20	507.00	490.50	503.30	503.30	161,532
Nov 21, 2005	485.60	492.60	485.60	492.10	492.10	38
Nov 14, 2005	468.30	486.00	468.10	485.60	485.60	126
Nov 07, 2005	459.00	468.30	458.50	468.30	468.30	210
Oct 31, 2005	471.10	471.10	455.30	456.30	456.30	12
Oct 24, 2005	465.50	475.50	465.00	473.00	473.00	185
Oct 17, 2005	473.00	475.00	460.50	467.00	467.00	95
Oct 10, 2005	474.80	478.50	467.00	469.20	469.20	557
Oct 03, 2005	467.80	475.50	463.50	474.70	474.70	1,268
Sep 26, 2005	463.90	474.00	462.60	469.00	469.00	10,731
Sep 19, 2005	466.70	468.90	466.20	463.50	463.50	14
Sep 12, 2005	449.70	459.50	446.10	459.50	459.50	30
Sep 05, 2005	444.40	449.00	444.40	449.00	449.00	1,022
Aug 29, 2005	438.50	444.20	431.20	444.20	444.20	55
Aug 22, 2005	437.00	439.70	437.00	437.40	437.40	149
Aug 15, 2005	441.40	443.30	438.00	437.20	437.20	690
Aug 08, 2005	437.00	449.50	432.50	445.90	445.90	765
Aug 01, 2005	430.00	439.00	429.10	437.20	437.20	1,434
Jul 25, 2005	425.70	430.50	423.40	429.90	429.90	44,293
Jul 18, 2005	420.40	425.40	419.70	424.70	424.70	-
Jul 11, 2005	425.50	426.30	419.60	420.70	420.70	140
Jul 04, 2005	422.90	423.80	422.90	422.90	422.90	141
Jun 27, 2005	440.70	440.70	427.80	427.80	427.80	10
Jun 20, 2005	440.00	442.50	437.50	440.50	440.50	252
Jun 13, 2005	428.30	439.30	426.50	438.30	438.30	345
Jun 06, 2005	423.60	428.50	422.00	427.40	427.40	1,127
May 30, 2005	418.00	425.50	413.20	423.70	423.70	12,710
May 23, 2005	416.60	420.00	416.60	419.80	419.80	123,994
May 16, 2005	418.90	421.50	416.50	417.40	417.40	4
May 09, 2005	426.20	427.20	420.20	420.20	420.20	-
May 02, 2005	429.50	429.80	426.70	426.10	426.10	17
Apr 25, 2005	432.70	438.20	432.70	435.00	435.00	207
Apr 18, 2005	423.60	435.80	423.60	434.30	434.30	339
Apr 11, 2005	426.00	430.20	423.20	424.90	424.90	390
Apr 04, 2005	426.00	428.50	422.70	426.90	426.90	1,091
Mar 28, 2005	425.90	428.70	424.50	425.90	425.90	3,603
Mar 21, 2005	431.10	431.30	424.70	424.70	424.70	116
Mar 14, 2005	441.10	443.70	438.70	439.30	439.30	-
Mar 07, 2005	435.00	446.40	435.00	446.20	446.20	1
Feb 28, 2005	435.50	435.50	429.90	434.20	434.20	19
Feb 21, 2005	426.50	436.00	426.50	434.90	434.90	167
Feb 14, 2005	420.00	428.00	422.30	427.10	427.10	1,040
Feb 07, 2005	414.10	422.00	410.10	420.50	420.50	4,464
Jan 31, 2005	426.00	426.50	413.70	414.00	414.00	9,638
Jan 24, 2005	426.90	427.50	422.00	425.80	425.80	108,265
Jan 17, 2005	423.20	426.50	421.80	426.70	426.70	80
Jan 10, 2005	419.10	424.70	419.10	422.70	422.70	24
Jan 03, 2005	431.00	431.00	418.70	418.90	418.90	116
Dec 27, 2004	444.00	445.90	438.90	437.50	437.50	356
Dec 20, 2004	442.50	444.00	439.00	441.90	441.90	686
Dec 13, 2004	437.00	442.60	435.40	441.60	441.60	1,509
Dec 06, 2004	454.40	456.10	432.60	433.90	433.90	4,845
Nov 29, 2004	450.80	456.50	447.00	456.00	456.00	76,294
Nov 22, 2004	446.90	449.30	446.90	449.30	449.30	110,725
Nov 15, 2004	437.00	446.80	437.00	446.80	446.80	1
Nov 08, 2004	432.70	437.90	432.70	437.90	437.90	325
Nov 01, 2004	427.30	433.60	424.60	433.60	433.60	1,595
Oct 25, 2004	429.00	430.00	423.50	428.50	428.50	871
Oct 18, 2004	419.00	425.10	417.10	424.60	424.60	218
Oct 11, 2004	422.20	422.20	410.30	418.70	418.70	545
Oct 04, 2004	419.00	425.00	411.50	423.10	423.10	845
Sep 27, 2004	409.10	419.10	409.10	419.50	419.50	15,568
Sep 20, 2004	403.60	410.90	403.60	408.10	408.10	220
Sep 13, 2004	404.10	405.80	404.00	405.80	405.80	235
Sep 06, 2004	398.00	402.00	396.80	401.90	401.90	220
Aug 30, 2004	407.00	410.40	400.50	400.50	400.50	296
Aug 23, 2004	411.30	411.80	403.00	403.30	403.30	262
Aug 16, 2004	399.00	412.80	399.00	413.20	413.20	939
Aug 09, 2004	399.10	401.30	393.30	398.90	398.90	728
Aug 02, 2004	394.00	401.50	388.80	399.80	399.80	4,183
Jul 26, 2004	389.90	392.00	385.00	391.00	391.00	116,223
Jul 19, 2004	406.60	406.60	391.00	390.50	390.50	64
Jul 12, 2004	407.50	408.10	402.00	406.60	406.60	75
Jul 05, 2004	398.30	407.90	393.00	407.50	407.50	47
Jun 28, 2004	403.00	405.00	394.30	398.30	398.30	319
Jun 21, 2004	394.60	403.70	393.20	402.90	402.90	576
Jun 14, 2004	383.60	396.40	383.00	395.10	395.10	487
Jun 07, 2004	392.60	395.00	383.00	385.90	385.90	1,355
May 31, 2004	393.90	399.00	385.50	390.90	390.90	3,636
May 24, 2004	385.60	396.30	385.60	394.00	394.00	144,800
May 17, 2004	379.50	384.80	375.80	384.80	384.80	-
May 10, 2004	378.60	378.60	376.90	377.00	377.00	25
May 03, 2004	387.00	392.00	377.00	378.70	378.70	10
Apr 26, 2004	396.50	399.00	380.00	387.00	387.00	133
Apr 19, 2004	404.60	404.60	390.00	395.10	395.10	279
Apr 12, 2004	421.10	422.10	396.50	401.00	401.00	1,206
Apr 05, 2004	421.60	423.60	414.00	419.90	419.90	1,945
Mar 29, 2004	422.10	432.00	416.50	421.60	421.60	108,471
Mar 22, 2004	417.40	422.00	416.00	422.10	422.10	22
Mar 15, 2004	399.40	412.00	399.40	412.50	412.50	45
Mar 08, 2004	399.50	402.40	395.30	395.30	395.30	27
Mar 01, 2004	396.40	401.00	391.10	401.30	401.30	197
Feb 23, 2004	399.00	404.80	395.00	396.40	396.40	312
Feb 16, 2004	414.00	415.40	395.00	397.50	397.50	464
Feb 09, 2004	403.80	416.00	403.80	410.30	410.30	598
Feb 02, 2004	403.00	407.00	394.00	403.60	403.60	4,557
Jan 26, 2004	406.60	414.50	396.50	402.20	402.20	132,494
Jan 19, 2004	406.70	412.60	406.70	407.90	407.90	18
Jan 12, 2004	425.80	428.20	408.30	406.70	406.70	51
Jan 05, 2004	415.70	424.30	422.00	426.40	426.40	100
Dec 29, 2003	414.10	417.20	413.00	415.70	415.70	3
Dec 22, 2003	409.60	413.20	409.60	412.30	412.30	402
Dec 15, 2003	401.60	413.20	401.60	409.20	409.20	489
Dec 08, 2003	409.00	412.00	402.70	409.40	409.40	2,559
Dec 01, 2003	397.20	406.80	397.00	406.40	406.40	6,814
Nov 24, 2003	391.50	402.00	389.50	396.80	396.80	164,373
Nov 17, 2003	397.60	398.00	393.70	396.00	396.00	406
Nov 10, 2003	386.60	397.80	386.60	397.80	397.80	209
Nov 03, 2003	382.80	383.30	377.00	383.30	383.30	15
Oct 27, 2003	387.80	389.00	380.80	384.50	384.50	289
Oct 20, 2003	373.50	394.00	373.00	388.90	388.90	375
Oct 13, 2003	371.30	375.80	369.50	371.80	371.80	70
Oct 06, 2003	371.50	377.80	369.00	373.60	373.60	1,923
Sep 29, 2003	381.00	388.70	368.00	369.40	369.40	9,755
Sep 22, 2003	387.20	387.50	380.80	380.80	380.80	7,326
Sep 15, 2003	375.40	381.80	373.50	381.80	381.80	5
Sep 08, 2003	375.10	381.70	375.10	375.80	375.80	26
Sep 01, 2003	375.00	377.60	372.90	377.60	377.60	32
Aug 25, 2003	364.00	375.00	361.00	375.70	375.70	232
Aug 18, 2003	360.00	367.00	357.00	363.10	363.10	284
Aug 11, 2003	359.60	366.00	357.20	363.20	363.20	125
Aug 04, 2003	346.50	357.50	346.30	356.30	356.30	2,827
Jul 28, 2003	362.70	364.80	346.00	346.10	346.10	87,543
Jul 21, 2003	350.90	362.70	350.60	362.70	362.70	500
Jul 14, 2003	344.50	347.70	342.10	347.20	347.20	540
Jul 07, 2003	351.00	351.00	343.60	344.80	344.80	13
Jun 30, 2003	345.30	351.40	345.30	351.00	351.00	12
Jun 23, 2003	355.90	357.30	343.40	345.20	345.20	779
Jun 16, 2003	359.10	365.00	356.00	356.30	356.30	895
Jun 09, 2003	362.80	366.10	351.00	356.60	356.60	2,578
Jun 02, 2003	360.00	370.00	360.00	363.70	363.70	6,167
May 26, 2003	367.80	370.00	358.60	364.50	364.50	163,995
May 19, 2003	364.20	368.80	364.20	368.80	368.80	5
May 12, 2003	351.60	352.70	350.00	354.70	354.70	5
May 05, 2003	342.30	348.20	342.10	348.60	348.60	18
Apr 28, 2003	335.00	342.20	333.00	341.00	341.00	10
Apr 21, 2003	329.70	336.50	329.50	333.40	333.40	120
Apr 14, 2003	325.60	328.30	322.50	327.20	327.20	190
Apr 07, 2003	321.00	327.90	319.30	327.90	327.90	1,262
Mar 31, 2003	331.60	338.40	323.00	325.30	325.30	3,543
Mar 24, 2003	329.50	331.50	328.40	328.70	328.70	4,039
Mar 17, 2003	343.00	343.00	326.00	326.00	326.00	29
Mar 10, 2003	354.70	354.70	335.90	336.50	336.50	6
Mar 03, 2003	349.20	356.80	349.20	350.80	350.80	-
Feb 24, 2003	353.90	359.00	346.10	350.20	350.20	134
Feb 17, 2003	347.80	355.00	342.00	351.80	351.80	764
Feb 10, 2003	370.40	372.00	349.00	351.90	351.90	2,358
Feb 03, 2003	368.00	388.90	367.50	369.90	369.90	3,672
Jan 27, 2003	371.00	372.00	362.60	368.30	368.30	8,220
Jan 20, 2003	357.30	368.20	356.20	368.20	368.20	65
Jan 13, 2003	352.00	357.70	350.00	356.60	356.60	1
Jan 06, 2003	351.70	354.50	346.30	354.50	354.50	9
Dec 30, 2002	350.40	351.20	341.00	351.20	351.20	14
Dec 23, 2002	344.50	350.50	342.00	349.20	349.20	365
Dec 16, 2002	334.00	349.20	332.50	340.50	340.50	391
Dec 09, 2002	325.70	336.00	323.00	333.20	333.20	920
Dec 02, 2002	318.10	328.00	315.50	326.30	326.30	2,766
Nov 25, 2002	316.50	318.90	316.50	316.80	316.80	54,539
Nov 18, 2002	319.20	320.70	317.20	320.70	320.70	6
Nov 11, 2002	321.20	324.50	317.50	320.70	320.70	4
Nov 04, 2002	318.30	321.50	317.50	321.30	321.30	2
Oct 28, 2002	314.00	318.80	314.00	318.80	318.80	15
Oct 21, 2002	310.90	314.00	309.80	313.40	313.40	140
Oct 14, 2002	318.00	318.00	311.50	312.70	312.70	610
Oct 07, 2002	322.00	322.20	316.30	316.30	316.30	80
Sep 30, 2002	320.70	324.20	319.60	322.10	322.10	3,047
Sep 23, 2002	323.00	325.90	319.00	319.70	319.70	4,343
Sep 16, 2002	317.10	322.60	317.00	321.90	321.90	7
Sep 09, 2002	321.30	321.30	316.60	316.60	316.60	-
Sep 02, 2002	312.50	320.00	312.50	319.90	319.90	7
Aug 26, 2002	310.50	312.90	308.50	312.40	312.40	206
