Date,Open,High,Low,Close,Adj Close,Volume
2001-08-06,887.380005,889.200012,867.919983,878.409973,878.409973,2518500
2001-08-13,878.409973,889.090027,876.489990,884.679993,884.679993,2458400
2001-08-20,884.679993,892.229980,880.989990,892.229980,892.229980,2358300
2001-08-27,892.229980,892.840027,866.119995,873.400024,873.400024,2479300
2001-09-03,873.400024,880.530029,853.929993,856.419983,856.419983,2741600
2001-09-10,856.419983,856.479980,852.020020,855.349976,855.349976,693100
2001-09-17,855.349976,860.979980,778.159973,786.820007,786.820007,4104800
2001-09-24,786.820007,812.020020,776.880005,808.770020,808.770020,3359400
2001-10-01,808.770020,833.280029,804.489990,833.280029,833.280029,3805800
2001-10-08,833.280029,840.700012,823.270020,827.330017,827.330017,3380200
2001-10-15,827.330017,832.619995,806.479980,813.299988,813.299988,2980800
2001-10-22,813.299988,837.729980,813.299988,837.210022,837.210022,3296000
2001-10-29,837.210022,841.289978,818.900024,824.200012,824.200012,3235600
2001-11-05,824.200012,827.500000,809.830017,826.840027,826.840027,3060000
2001-11-12,826.840027,830.450012,792.520020,798.700012,798.700012,3196700
2001-11-19,798.700012,818.380005,792.559998,811.630005,811.630005,1790600
2001-11-26,811.630005,819.119995,799.929993,816.000000,816.000000,2934700
2001-12-03,816.000000,831.650024,814.070007,823.719971,823.719971,2983900
2001-12-10,823.719971,823.830017,810.460022,819.039978,819.039978,2738000
2001-12-17,819.039978,832.890015,817.530029,830.150024,830.150024,2908600
2001-12-24,830.150024,850.109985,829.809998,849.380005,849.380005,1564200
2001-12-31,849.380005,849.919983,836.969971,841.440002,841.440002,2301100
2002-01-07,841.440002,844.400024,833.059998,834.070007,834.070007,2924300
2002-01-14,834.070007,836.960022,828.280029,830.640015,830.640015,2643400
2002-01-21,830.640015,839.109985,821.830017,835.820007,835.820007,2127100
2002-01-28,835.820007,844.739990,822.539978,843.669983,843.669983,2811700
2002-02-04,843.669983,844.119995,821.119995,833.809998,833.809998,2953900
2002-02-11,833.809998,854.979980,832.030029,849.159973,849.159973,2422100
2002-02-18,849.159973,857.460022,837.239990,856.309998,856.309998,2471700
2002-02-25,856.309998,872.940002,855.309998,872.780029,872.780029,2949400
2002-03-04,872.780029,888.780029,868.890015,881.900024,881.900024,3246000
2002-03-11,881.900024,892.640015,881.900024,891.650024,891.650024,2682000
2002-03-18,891.650024,905.140015,891.500000,898.969971,898.969971,2704800
2002-03-25,898.969971,911.419983,895.469971,910.489990,910.489990,2152500
2002-04-01,910.489990,919.669983,897.239990,898.609985,898.609985,2579400
2002-04-08,898.609985,909.979980,897.119995,900.859985,900.859985,2582100
2002-04-15,900.859985,925.530029,900.760010,924.719971,924.719971,2529700
2002-04-22,924.719971,933.179993,919.679993,929.359985,929.359985,2703700
2002-04-29,929.359985,959.590027,924.460022,959.580017,959.580017,3094500
2002-05-06,959.580017,961.330017,942.260010,947.669983,947.669983,3095200
2002-05-13,947.669983,961.780029,946.270020,957.409973,957.409973,3080400
2002-05-20,957.409973,965.679993,948.200012,962.690002,962.690002,3113100
2002-05-27,962.690002,965.010010,953.280029,961.580017,961.580017,2366200
2002-06-03,961.580017,961.580017,916.479980,926.760010,926.760010,3331600
2002-06-10,926.760010,927.059998,895.109985,905.390015,905.390015,3230300
2002-06-17,905.390015,919.140015,905.020020,911.049988,911.049988,2958300
2002-06-24,911.049988,912.630005,882.750000,892.989990,892.989990,3761200
2002-07-01,893.400024,899.760010,864.609985,881.929993,881.929993,2397300
2002-07-08,881.929993,890.690002,843.719971,846.619995,846.619995,3573800
2002-07-15,846.619995,849.500000,809.859985,815.919983,815.919983,4115500
2002-07-22,815.919983,817.789978,757.679993,798.780029,798.780029,4940900
2002-07-29,798.780029,837.320007,798.780029,824.539978,824.539978,3677000
2002-08-05,824.539978,831.799988,807.340027,831.479980,831.479980,3220800
2002-08-12,831.479980,850.729980,824.049988,850.729980,850.729980,2731600
2002-08-19,850.729980,867.960022,847.520020,857.429993,857.429993,2678800
2002-08-26,857.429993,876.869995,855.739990,867.330017,867.330017,2839400
2002-09-02,867.330017,867.960022,853.440002,866.489990,866.489990,2328800
2002-09-09,866.489990,881.780029,863.650024,870.049988,870.049988,2316700
2002-09-16,867.469971,871.669983,839.590027,841.140015,841.140015,2717100
2002-09-23,841.140015,841.599976,814.270020,824.309998,824.309998,3396300
2002-09-30,824.309998,831.039978,809.849976,813.780029,813.780029,3477200
2002-10-07,813.780029,814.179993,763.250000,790.659973,790.659973,3974700
2002-10-14,790.659973,816.760010,789.539978,810.650024,810.650024,3305100
2002-10-21,810.650024,823.270020,806.880005,812.010010,812.010010,3135700
2002-10-28,812.010010,830.539978,801.039978,828.989990,828.989990,3078300
2002-11-04,828.989990,837.159973,823.070007,824.179993,824.179993,3183400
2002-11-11,824.179993,825.780029,809.159973,818.400024,818.400024,2854800
2002-11-18,818.400024,827.789978,814.710022,816.049988,816.049988,2901900
2002-11-25,816.049988,816.979980,803.539978,812.659973,812.659973,2000200
2002-12-02,812.659973,830.640015,809.280029,825.250000,825.250000,3199400
2002-12-09,825.250000,830.659973,816.960022,824.539978,824.539978,2931000
2002-12-16,824.539978,832.820007,820.190002,826.820007,826.820007,3176900
2002-12-23,826.820007,832.599976,820.809998,821.390015,821.390015,1573600
2002-12-30,821.390015,838.320007,817.719971,837.630005,837.630005,2291000
2003-01-06,837.630005,841.059998,824.659973,833.440002,833.440002,3143400
2003-01-13,833.450012,835.820007,825.059998,832.260010,832.260010,2830600
2003-01-20,832.250000,832.260010,814.140015,815.840027,815.840027,2673800
2003-01-27,815.840027,820.609985,799.989990,820.489990,820.489990,3490000
2003-02-03,820.489990,825.869995,811.640015,811.830017,811.830017,2717400
2003-02-10,811.820007,816.169983,803.349976,808.900024,808.900024,2721100
2003-02-17,808.900024,828.130005,808.809998,825.590027,825.590027,2712000
2003-02-24,825.590027,833.909973,820.650024,830.630005,830.630005,2652900
2003-03-03,830.630005,835.710022,822.679993,826.049988,826.049988,2352900
2003-03-10,826.049988,826.049988,807.349976,815.070007,815.070007,3046500
2003-03-17,815.070007,826.549988,813.840027,825.530029,825.530029,4423800
2003-03-24,825.530029,829.840027,815.479980,827.960022,827.960022,3214600
2003-03-31,827.960022,831.150024,818.229980,820.000000,820.000000,3161600
2003-04-07,820.000000,833.309998,819.940002,832.000000,832.000000,2747100
2003-04-14,832.000000,843.010010,830.809998,842.890015,842.890015,2055400
2003-04-21,842.890015,855.500000,841.179993,848.270020,848.270020,2843700
2003-04-28,848.270020,862.900024,847.659973,861.640015,861.640015,8391700
2003-05-05,861.640015,876.570007,861.320007,876.210022,876.210022,3516400
2003-05-12,876.210022,895.659973,876.070007,892.659973,892.659973,3183800
2003-05-19,892.659973,926.539978,889.169983,926.530029,926.530029,3913300
2003-05-26,926.530029,940.340027,922.150024,940.260010,940.260010,2996500
2003-06-02,940.260010,967.179993,937.780029,957.510010,957.510010,4543900
2003-06-09,957.510010,974.960022,951.369995,964.239990,964.239990,3904800
2003-06-16,964.239990,973.109985,963.309998,967.929993,967.929993,3750000
2003-06-23,967.929993,973.289978,956.450012,970.710022,970.710022,3577400
2003-06-30,970.710022,979.010010,963.460022,976.159973,976.159973,2930600
2003-07-07,976.159973,978.250000,965.099976,972.719971,972.719971,5979700
2003-07-14,972.719971,976.979980,940.289978,950.369995,950.369995,14797700
2003-07-21,950.369995,957.440002,946.530029,955.690002,955.690002,3232200
2003-07-28,955.690002,957.289978,942.179993,943.750000,943.750000,3293200
2003-08-04,943.750000,951.580017,938.729980,950.849976,950.849976,3201000
2003-08-11,950.849976,966.369995,950.849976,956.979980,956.979980,2426700
2003-08-18,956.979980,974.739990,956.650024,968.929993,968.929993,3277800
2003-08-25,968.929993,977.460022,959.869995,976.450012,976.450012,2838500
2003-09-01,976.450012,991.219971,970.890015,990.880005,990.880005,3012300
2003-09-08,990.880005,996.880005,982.979980,988.000000,988.000000,3596400
2003-09-15,988.000000,999.159973,980.940002,997.840027,997.840027,3477800
2003-09-22,997.840027,1007.590027,985.940002,986.270020,986.270020,4199900
2003-09-29,986.270020,1012.700012,984.380005,1005.969971,1005.969971,3842700
2003-10-06,1005.969971,1018.289978,1005.780029,1017.059998,1017.059998,3108300
2003-10-13,1017.059998,1026.359985,1015.210022,1018.369995,1018.369995,3458600
2003-10-20,1018.369995,1022.200012,1014.659973,1020.770020,1020.770020,3741000
2003-10-27,1020.770020,1070.589966,1019.409973,1063.329956,1063.329956,3765200
2003-11-03,1063.329956,1067.380005,1055.810059,1066.699951,1066.699951,4076000
2003-11-10,1066.699951,1078.829956,1057.270020,1073.170044,1073.170044,3689700
2003-11-17,1073.170044,1075.579956,1064.930054,1066.280029,1066.280029,4080400
2003-11-24,1066.280029,1099.959961,1066.280029,1098.099976,1098.099976,2395800
2003-12-01,1098.099976,1120.130005,1098.099976,1118.560059,1118.560059,3958800
2003-12-08,1118.560059,1132.400024,1105.380005,1126.209961,1126.209961,4190600
2003-12-15,1126.209961,1145.349976,1118.280029,1144.280029,1144.280029,4000200
2003-12-22,1144.280029,1166.819946,1141.709961,1165.949951,1165.949951,2041200
2003-12-29,1165.949951,1176.680054,1163.050049,1175.569946,1175.569946,2815200
2004-01-05,1175.569946,1209.520020,1174.579956,1201.079956,1201.079956,4137500
2004-01-12,1201.079956,1206.930054,1179.079956,1183.739990,1183.739990,4245800
2004-01-19,1183.739990,1227.800049,1183.520020,1220.270020,1220.270020,3542000
2004-01-26,1220.270020,1225.199951,1189.260010,1197.170044,1197.170044,4797600
2004-02-02,1197.170044,1223.400024,1195.130005,1223.400024,1223.400024,4136400
2004-02-09,1223.400024,1254.989990,1223.400024,1243.550049,1243.550049,3664900
2004-02-16,1243.550049,1257.099976,1230.380005,1234.800049,1234.800049,3177600
2004-02-23,1234.800049,1257.000000,1227.459961,1254.410034,1254.410034,4011600
2004-03-01,1254.410034,1278.810059,1243.880005,1262.560059,1262.560059,4042200
2004-03-08,1262.560059,1270.520020,1218.219971,1229.760010,1229.760010,4185600
2004-03-15,1229.760010,1257.479980,1224.089966,1252.500000,1252.500000,3908000
2004-03-22,1252.500000,1252.689941,1214.229980,1227.599976,1227.599976,3843600
2004-03-29,1227.599976,1267.150024,1227.599976,1265.170044,1265.170044,4201300
2004-04-05,1265.170044,1270.349976,1254.209961,1261.550049,1261.550049,2869600
2004-04-12,1261.550049,1266.510010,1230.739990,1239.680054,1239.680054,4180100
2004-04-19,1239.680054,1258.890015,1225.530029,1240.229980,1240.229980,3861000
2004-04-26,1240.229980,1257.569946,1206.510010,1213.810059,1213.810059,4305600
2004-05-03,1213.810059,1230.939941,1191.150024,1192.079956,1192.079956,3913900
2004-05-10,1192.079956,1192.079956,1150.739990,1171.199951,1171.199951,4538400
2004-05-17,1171.199951,1181.959961,1162.310059,1174.060059,1174.060059,3235500
2004-05-24,1174.060059,1204.400024,1174.060059,1198.109985,1198.109985,7942800
2004-05-31,1198.109985,1207.489990,1194.150024,1201.189941,1201.189941,2412100
2004-06-07,1201.189941,1212.339966,1195.280029,1199.290039,1199.290039,2532300
2004-06-14,1199.290039,1224.020020,1186.719971,1219.599976,1219.599976,3094800
2004-06-21,1219.599976,1255.969971,1218.060059,1249.979980,1249.979980,8097300
2004-06-28,1249.979980,1262.020020,1241.270020,1259.959961,1259.959961,13775800
2004-07-05,1259.959961,1261.599976,1251.510010,1261.160034,1261.160034,8032200
2004-07-12,1261.160034,1274.729980,1246.329956,1272.959961,1272.959961,6587700
2004-07-19,1272.959961,1273.180054,1232.540039,1233.469971,1233.469971,7630900
2004-07-26,1233.469971,1243.140015,1208.300049,1240.339966,1240.339966,8383000
2004-08-02,1240.339966,1254.489990,1220.319946,1221.280029,1221.280029,2936500
2004-08-09,1221.280029,1224.239990,1202.089966,1210.010010,1210.010010,11923100
2004-08-16,1210.010010,1228.270020,1205.030029,1225.989990,1225.989990,7581500
2004-08-23,1225.989990,1229.780029,1209.109985,1229.500000,1229.500000,2220000
2004-08-30,1229.500000,1245.589966,1223.689941,1243.170044,1243.170044,19287700
2004-09-06,1243.170044,1246.609985,1233.479980,1244.270020,1244.270020,6884300
2004-09-13,1244.270020,1248.540039,1237.410034,1247.780029,1247.780029,11528100
2004-09-20,1247.780029,1266.630005,1241.910034,1264.969971,1264.969971,24351700
2004-09-27,1264.969971,1280.189941,1258.630005,1279.270020,1279.270020,8715800
2004-10-04,1279.270020,1291.810059,1274.599976,1285.199951,1285.199951,3322200
2004-10-11,1285.199951,1287.439941,1268.489990,1285.650024,1285.650024,2895200
2004-10-18,1285.650024,1312.550049,1279.859985,1306.329956,1306.329956,2989500
2004-10-25,1306.329956,1319.750000,1302.050049,1311.390015,1311.390015,3418400
2004-11-01,1311.390015,1331.319946,1299.319946,1327.180054,1327.180054,4068000
2004-11-08,1327.180054,1356.239990,1292.839966,1356.239990,1356.239990,3498000
2004-11-15,1356.239990,1373.680054,1348.010010,1364.810059,1364.810059,3608800
2004-11-22,1364.810059,1408.459961,1361.199951,1407.140015,1407.140015,2330700
2004-11-29,1407.140015,1417.410034,1397.140015,1415.579956,1415.579956,3967700
2004-12-06,1415.579956,1415.719971,1373.640015,1392.079956,1392.079956,3430700
2004-12-13,1392.079956,1415.780029,1389.829956,1409.209961,1409.209961,3427600
2004-12-20,1409.209961,1418.400024,1401.540039,1417.750000,1417.750000,2329700
2004-12-27,1415.390015,1435.040039,1415.390015,1434.339966,1434.339966,2698000
2005-01-03,1434.339966,1434.339966,1381.420044,1392.489990,1392.489990,3637500
2005-01-10,1392.489990,1418.449951,1388.800049,1399.069946,1399.069946,3022800
2005-01-17,1399.069946,1437.459961,1399.069946,1414.579956,1414.579956,2425400
2005-01-24,1414.579956,1423.599976,1407.130005,1421.859985,1421.859985,2820500
2005-01-31,1421.859985,1470.739990,1414.589966,1470.680054,1470.680054,2983700
2005-02-07,1470.680054,1494.369995,1459.540039,1491.099976,1491.099976,3209000
2005-02-14,1491.099976,1505.260010,1485.459961,1501.569946,1501.569946,3002000
2005-02-21,1501.569946,1516.540039,1455.390015,1516.479980,1516.479980,2764300
2005-02-28,1516.479980,1539.140015,1503.099976,1532.489990,1532.489990,3562900
2005-03-07,1532.489990,1532.739990,1480.219971,1483.390015,1483.390015,3521600
2005-03-14,1483.390015,1492.910034,1474.219971,1483.939941,1483.939941,3258900
2005-03-21,1483.939941,1487.920044,1442.489990,1448.790039,1448.790039,2790500
2005-03-28,1448.790039,1471.130005,1436.020020,1462.910034,1462.910034,3418500
2005-04-04,1462.910034,1485.489990,1455.719971,1467.589966,1467.589966,2854400
2005-04-11,1467.589966,1476.979980,1424.380005,1425.380005,1425.380005,3341600
2005-04-18,1425.380005,1459.550049,1417.180054,1449.969971,1449.969971,3344800
2005-04-25,1449.969971,1466.829956,1432.219971,1439.489990,1439.489990,3057200
2005-05-02,1437.839966,1471.589966,1431.510010,1468.969971,1468.969971,2774400
2005-05-09,1468.969971,1479.099976,1433.800049,1435.439941,1435.439941,2823300
2005-05-16,1435.439941,1455.390015,1422.729980,1455.010010,1455.010010,2775900
2005-05-23,1455.010010,1474.829956,1446.660034,1474.819946,1474.819946,2482700
2005-05-30,1474.819946,1508.719971,1470.290039,1502.800049,1502.800049,2142900
2005-06-06,1502.800049,1531.410034,1502.800049,1527.790039,1527.790039,2600000
2005-06-13,1527.790039,1554.369995,1520.550049,1545.959961,1545.959961,3172800
2005-06-20,1545.959961,1552.560059,1529.650024,1531.520020,1531.520020,3374400
2005-06-27,1531.520020,1554.750000,1526.500000,1554.739990,1554.739990,2812300
2005-07-04,1554.739990,1563.670044,1535.979980,1561.010010,1561.010010,2439000
2005-07-11,1561.010010,1587.349976,1532.939941,1539.969971,1539.969971,2974500
2005-07-18,1539.969971,1546.540039,1520.510010,1546.540039,1546.540039,2934000
2005-07-25,1546.540039,1610.219971,1469.160034,1604.630005,1604.630005,3407800
2005-08-01,1604.630005,1650.099976,1604.630005,1630.540039,1630.540039,3317100
2005-08-08,1630.540039,1645.900024,1589.739990,1637.329956,1637.329956,3291100
2005-08-15,1637.329956,1637.329956,1588.400024,1602.800049,1602.800049,3014800
2005-08-22,1602.800049,1627.989990,1601.680054,1617.359985,1617.359985,2986300
2005-08-29,1617.359985,1685.859985,1614.859985,1680.040039,1680.040039,3359300
2005-09-05,1680.040039,1718.949951,1676.369995,1718.310059,1718.310059,2624400
2005-09-12,1718.310059,1722.060059,1690.319946,1721.319946,1721.319946,3472300
2005-09-19,1721.319946,1752.209961,1714.150024,1723.459961,1723.459961,3911400
2005-09-26,1723.459961,1738.910034,1705.380005,1736.890015,1736.890015,3762000
